id,repo,method,docstring,path,helpers,gptOutput
6621cd80cda9bd4817b10f64,tony19/logback-android,"public Map<String, String> getEffectiveConverterMap() {
    Map<String, String> effectiveMap = new HashMap<String, String>();

    // add the least specific map fist
    Map<String, String> defaultMap = getDefaultConverterMap();
    if (defaultMap != null) {
      effectiveMap.putAll(defaultMap);
    }

    // contextMap is more specific than the default map
    Context context = getContext();
    if (context != null) {
      @SuppressWarnings(""unchecked"")
      Map<String, String> contextMap = (Map<String, String>) context
          .getObject(CoreConstants.PATTERN_RULE_REGISTRY);
      if (contextMap != null) {
        effectiveMap.putAll(contextMap);
      }
    }
    return effectiveMap;
  }",Returns a map where the default converter map is merged with the map contained in the context .,logback-android/src/main/java/ch/qos/logback/core/html/HTMLLayoutBase.java,"[{'Syntax': 'getDefaultConverterMap()', 'FunctionName': 'getDefaultConverterMap', 'ArgsCount': 0, 'MethodBody': 'public  Map<String, String> getDefaultConverterMap() {\n    return converterMap;\n  }', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/SamplePatternLayout.java'}, {'Syntax': 'getContext()', 'FunctionName': 'getContext', 'ArgsCount': 0, 'MethodBody': 'abstract public Context getContext();', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/AbstractPatternLayoutBaseTest.java'}, {'Syntax': 'context\n          .getObject(CoreConstants.PATTERN_RULE_REGISTRY)', 'FunctionName': 'getObject', 'ArgsCount': 1, 'MethodBody': 'public Object getObject(String key) {\n    return objectMap.get(key);\n  }', 'FileName': '/tony19/logback-android/logback-android/src/main/java/ch/qos/logback/core/ContextBase.java'}]"
6621cd95cda9bd4817b11122,OpenEstate/OpenEstate-IO,"@Generated(value = ""com.sun.tools.xjc.Driver"", date = ""2018-10-12T02:52:47+02:00"", comments = ""JAXB RI v2.2.11"")
    public void setMonatsmiete(WazTyp.Monatsmiete value) {
        this.monatsmiete = value;
    }",Sets the value of the monatsmiete property .,IS24-XML/src/main/jaxb/org/openestate/io/is24_xml/xml/WazTyp.java,[]
6621cd95cda9bd4817b11123,basis-technology-corp/tcl-regex-java,"private void subset(RuntimeSubexpression sub, int begin, int end) {
        int n = sub.number;

        assert n > 0;

        while (match.size() < (n + 1)) {
            match.add(null);
        }

        match.set(n, new RegMatch(begin, end));
    }",subset - set any subexpression relevant to a successful subre,src/main/java/com/basistech/tclre/Runtime.java,"[{'Syntax': 'match.set(n, new RegMatch(begin, end))', 'FunctionName': 'set', 'ArgsCount': 2, 'MethodBody': 'void set(int c, int n) {\n        v.nexttype = c;\n        v.nextvalue = n;\n    }', 'FileName': '/basis-technology-corp/tcl-regex-java/src/main/java/com/basistech/tclre/Lex.java'}]"
6621cd95cda9bd4817b11124,Unidata/thredds,"public ThreddsMetadata.Variables getVariables(String vocab) {
    ThreddsMetadata.Variables result = new ThreddsMetadata.Variables(vocab, null, null, null, null);
    if (variables == null) return result;

    for (ThreddsMetadata.Variables vs : variables) {
      if (vs.getVocabulary().equals(vocab))
        result.getVariableList().addAll(vs.getVariableList());
    }
    return result;
  }",get Variables from the specified vocabulary,legacy/src/main/java/thredds/catalog/InvDataset.java,[]
6621cd95cda9bd4817b11125,oblac/jodd,"protected void print(final Level level, final String message, final Throwable throwable) {
		if (!isEnabled(level)) {
			return;
		}

		StringBuilder msg = new StringBuilder()
			.append(slf.getElapsedTime()).append(' ').append('[')
			.append(level).append(']').append(' ')
			.append(getCallerClass()).append(' ').append('-')
			.append(' ').append(message);

		System.out.println(msg.toString());

		if (throwable != null) {
			throwable.printStackTrace(System.out);
		}
	}",Prints error message if level is enabled .,jodd-log/src/main/java/jodd/log/impl/SimpleLogger.java,"[{'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level).append(']').append(' ')\n\t\t\t.append(getCallerClass()).append(' ').append('-')\n\t\t\t.append(' ').append(message)"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level).append(']').append(' ')\n\t\t\t.append(getCallerClass()).append(' ').append('-')\n\t\t\t.append(' ')"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level).append(']').append(' ')\n\t\t\t.append(getCallerClass()).append(' ').append('-')"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level).append(']').append(' ')\n\t\t\t.append(getCallerClass()).append(' ')"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level).append(']').append(' ')\n\t\t\t.append(getCallerClass())"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level).append(']').append(' ')"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level).append(']')"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')\n\t\t\t.append(level)"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ').append('[')"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': ""new StringBuilder()\n\t\t\t.append(slf.getElapsedTime()).append(' ')"", 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': 'new StringBuilder()\n\t\t\t.append(slf.getElapsedTime())', 'FunctionName': 'append', 'ArgsCount': 1, 'MethodBody': 'public StringBand append(final boolean b) {\n\t\treturn append(b ? StringPool.TRUE : StringPool.FALSE);\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/util/StringBand.java'}, {'Syntax': 'System.out.println(msg.toString())', 'FunctionName': 'println', 'ArgsCount': 1, 'MethodBody': 'public void println(final String string) {\n\t\tSystem.out.println(on(string));\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/chalk/Chalk.java'}, {'Syntax': 'msg.toString()', 'FunctionName': 'toString', 'ArgsCount': 0, 'MethodBody': '@Override\n\tpublic String toString() {\n\t\tString out = """";\n\t\tif (shortName != null) {\n\t\t\tout += ""-"" + shortName;\n\t\t}\n\t\tif (longName != null) {\n\t\t\tif (!out.isEmpty()) {\n\t\t\t\tout += "" | "";\n\t\t\t}\n\t\t\tout += ""--"" + longName;\n\t\t}\n\t\treturn out;\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/cli/Option.java'}]"
6621cd95cda9bd4817b11126,Unidata/thredds,"public DataFactory.Result openFeatureDataset(Access access, ucar.nc2.util.CancelTask task) throws IOException {
    Dataset ds = access.getDataset();
    DataFactory.Result result = new Result();
    if (ds.getFeatureType() == null) {
      result.errLog.format(""InvDatasert must specify a FeatureType%n"");
      result.fatalError = true;
      return result;
    }

    return openFeatureDataset(ds.getFeatureType(), access, task, result);
  }",Open a FeatureDataset from an Access object .,cdm/src/main/java/thredds/client/catalog/tools/DataFactory.java,[]
6621cd95cda9bd4817b11127,objectify/objectify,"private boolean matches(Object onPojo, If<?, ?>[] conditions) {
		if (conditions == null)
			return false;
		
		Object value = this.get(onPojo);

		for (If<?, ?> condition: conditions) {
			@SuppressWarnings(""unchecked"")
			If<Object, Object> cond = (If<Object, Object>)condition;

			if (cond.matchesValue(value))
				return true;

			if (cond.matchesPojo(onPojo))
				return true;
		}

		return false;
	}",Tests whether a set of conditions match .,src/main/java/com/googlecode/objectify/impl/FieldProperty.java,"[{'Syntax': 'this.get(onPojo)', 'FunctionName': 'get', 'ArgsCount': 1, 'MethodBody': 'public static <T> TypeToken<T> get(Class<T> type) {\n\t\treturn new TypeToken<T>(type) {};\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/TypeToken.java'}, {'Syntax': 'cond.matchesValue(value)', 'FunctionName': 'matchesValue', 'ArgsCount': 1, 'MethodBody': '@Override\r\n\tpublic boolean matchesValue(Boolean value) {\r\n\t\treturn value != null && !value;\r\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/condition/IfFalse.java'}, {'Syntax': 'cond.matchesPojo(onPojo)', 'FunctionName': 'matchesPojo', 'ArgsCount': 1, 'MethodBody': '@Override\r\n\t\tpublic boolean matchesPojo(IndexedOnOtherField pojo)\r\n\t\t{\r\n\t\t\treturn pojo.indexBar;\r\n\t\t}', 'FileName': '/objectify/objectify/src/test/java/com/googlecode/objectify/test/IndexingPartialTests.java'}]"
6621cd95cda9bd4817b11128,objectify/objectify,"private Objectify ofy() {
		// If we have an expired transaction context, we need a new context
		if (ofy == null || (ofy.getTransaction() != null && !ofy.getTransaction().isActive()))
			ofy = ObjectifyService.ofy();

		return ofy;
	}",Get the current objectify instance associated with this ref,src/main/java/com/googlecode/objectify/impl/ref/LiveRef.java,"[{'Syntax': 'ofy.getTransaction()', 'FunctionName': 'getTransaction', 'ArgsCount': 0, 'MethodBody': 'AsyncTransaction getTransaction();', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/Objectify.java'}, {'Syntax': 'ofy.getTransaction().isActive()', 'FunctionName': 'isActive', 'ArgsCount': 0, 'MethodBody': '@Override\r\n\tpublic boolean isActive() {\r\n\t\treturn raw.isActive();\r\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/cache/CachingAsyncTransaction.java'}, {'Syntax': 'ofy.getTransaction()', 'FunctionName': 'getTransaction', 'ArgsCount': 0, 'MethodBody': 'AsyncTransaction getTransaction();', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/Objectify.java'}, {'Syntax': 'ObjectifyService.ofy()', 'FunctionName': 'ofy', 'ArgsCount': 0, 'MethodBody': 'public Objectify ofy() {\r\n\t\tfinal Deque<Objectify> stack = stacks.get();\r\n\r\n\t\tif (stack.isEmpty())\r\n\t\t\tthrow new IllegalStateException(""You have not started an Objectify context. You are missing "" +\r\n\t\t\t\t\t""a call to run() or you do not have the ObjectifyFilter installed."");\r\n\r\n\t\treturn stack.getLast();\r\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/ObjectifyFactory.java'}]"
6621cd95cda9bd4817b11129,tiefaces/TieFaces,"public static void changeUpperLevelFinalLength(
			final Map<String, ConfigRangeAttrs> shiftMap,
			final String addedFullName, final int increasedLength) {
		String[] parts = addedFullName.split("":"");
		StringBuilder fname = new StringBuilder();
		for (int i = 0; i < (parts.length - 1); i++) {
			if (i == 0) {
				fname.append(parts[i]);
			} else {
				fname.append("":"").append(parts[i]);
			}
			String sname = fname.toString();
			shiftMap.get(sname).setFinalLength(
					shiftMap.get(sname).getFinalLength() + increasedLength);
		}
	}",Increase upper level final length .,src/org/tiefaces/components/websheet/utility/ConfigurationUtility.java,"[{'Syntax': 'fname.toString()', 'FunctionName': 'toString', 'ArgsCount': 0, 'MethodBody': '@Override\r\n\tpublic final String toString() {\r\n\t\tStringBuilder sb = new StringBuilder();\r\n\t\tsb.append(""{"");\r\n\t\tsb.append(""row = "" + this.row);\r\n\t\tsb.append("","");\r\n\t\tsb.append(""col = "" + this.col);\r\n\t\tsb.append(""}"");\r\n\t\treturn sb.toString();\r\n\t}', 'FileName': '/tiefaces/TieFaces/src/org/tiefaces/components/websheet/serializable/SerialCellAddress.java'}, {'Syntax': 'shiftMap.get(sname).setFinalLength(\r\n\t\t\t\t\tshiftMap.get(sname).getFinalLength() + increasedLength)', 'FunctionName': 'setFinalLength', 'ArgsCount': 1, 'MethodBody': 'public final void setFinalLength(final int pfinalLength) {\r\n\t\tthis.finalLength = pfinalLength;\r\n\t}', 'FileName': '/tiefaces/TieFaces/src/org/tiefaces/components/websheet/configuration/ConfigRangeAttrs.java'}, {'Syntax': 'shiftMap.get(sname)', 'FunctionName': 'get', 'ArgsCount': 1, 'MethodBody': 'public final List<SerialRow> get(final Integer sourceRowNum) {\r\n\t\treturn rowsMap.get(sourceRowNum);\r\n\t}', 'FileName': '/tiefaces/TieFaces/src/org/tiefaces/components/websheet/configuration/RowsMapping.java'}, {'Syntax': 'shiftMap.get(sname).getFinalLength()', 'FunctionName': 'getFinalLength', 'ArgsCount': 0, 'MethodBody': 'public final int getFinalLength() {\r\n\t\treturn finalLength;\r\n\t}', 'FileName': '/tiefaces/TieFaces/src/org/tiefaces/components/websheet/configuration/ConfigRangeAttrs.java'}, {'Syntax': 'shiftMap.get(sname)', 'FunctionName': 'get', 'ArgsCount': 1, 'MethodBody': 'public final List<SerialRow> get(final Integer sourceRowNum) {\r\n\t\treturn rowsMap.get(sourceRowNum);\r\n\t}', 'FileName': '/tiefaces/TieFaces/src/org/tiefaces/components/websheet/configuration/RowsMapping.java'}]"
6621cd95cda9bd4817b1112a,Unidata/thredds,"private Array makeC(Array s, double a, double b) {
    int nz = (int) s.getSize();
    Index sIndex = s.getIndex();
    if (a == 0) return s;  // per R. Signell, USGS

    ArrayDouble.D1 c = new ArrayDouble.D1(nz);

    double fac1 = 1.0 - b;
    double denom1 = 1.0 / Math.sinh(a);
    double denom2 = 1.0 / (2.0 * Math.tanh(0.5 * a));

    for (int i = 0; i < nz; i++) {
      double sz = s.getDouble(sIndex.set(i));
      double term1 = fac1 * Math.sinh(a * sz) * denom1;
      double term2 = b * (Math.tanh(a * (sz + 0.5))
          * denom2 - 0.5);
      c.set(i, term1 + term2);
    }

    return c;
  }",Make the C array,cdm/src/main/java/ucar/unidata/geoloc/vertical/OceanS.java,[]
6621cd95cda9bd4817b1112b,js-lib-com/tiny-container,"@Override
	public boolean login(String username, String password) {
		try {
			getHttpServletRequest().login(username, password);
		} catch (ServletException e) {
			// exception is thrown if request is already authenticated, servlet container authentication is not enabled or
			// credentials are not accepted
			// consider all these conditions as login fail but record the event to application logger
			log.debug(e);
			return false;
		}
		return true;
	}",SECURITY CONTEXT INTERFACE,src/main/java/js/servlet/TinyContainer.java,"[{'Syntax': 'getHttpServletRequest().login(username, password)', 'FunctionName': 'login', 'ArgsCount': 2, 'MethodBody': '@Override\n\tpublic boolean login(String username, String password) {\n\t\tlog.trace(""login(String, String)"");\n\t\tParams.notNullOrEmpty(username, ""User name"");\n\t\tParams.notNullOrEmpty(password, ""Password"");\n\n\t\tRequestContext context = container.getInstance(RequestContext.class);\n\n\t\t// container login occurs in two steps:\n\t\t// 1. verify credentials - throw exception if credentials are rejected: request.login\n\t\t// 2. open authenticated session on cookie: request.authenticate\n\n\t\tfinal HttpServletRequest request = container.getInstance(HttpServletRequest.class);\n\t\tfinal HttpServletResponse response = context.getResponse();\n\t\tif (response == null) {\n\t\t\tthrow new BugError(""Attempt to use not initialized HTTP response."");\n\t\t}\n\n\t\ttry {\n\t\t\trequest.login(username, password);\n\t\t\tif (!request.authenticate(response)) {\n\t\t\t\tlog.warn(""Session authentication fail for user |{user_name}|."", username);\n\t\t\t}\n\t\t} catch (ServletException | IOException e) {\n\t\t\t// exception is thrown if request is already authenticated, servlet container authentication is not enabled or\n\t\t\t// credentials are not accepted; consider all these conditions as login fail but record on logger\n\t\t\tlog.warn(""Login fail for user |{user_name}|. Cause: {exception_message}"", username, e.getMessage());\n\t\t\treturn false;\n\t\t}\n\n\t\tlog.info(""Login user |{user_name}|."", username);\n\t\treturn true;\n\t}', 'FileName': '/js-lib-com/tiny-container/tiny-security/src/main/java/com/jslib/container/security/TinySecurity.java'}]"
6621cd95cda9bd4817b1112c,oblac/jodd,"public static String encodePort(final String port, final String encoding) {
		return encodeUriComponent(port, encoding, URIPart.PORT);
	}",Encodes the given URI port with the given encoding .,jodd-core/src/main/java/jodd/net/URLCoder.java,[]
6621cd95cda9bd4817b1112d,rupertlssmith/lojix,"public void reset()
    {
        maxSteps = 0;
        machineToTrain = null;
        inputExamples = new ArrayList<State>();
        inputProperties = new HashSet<String>();
        outputProperties = new HashSet<String>();
        inputPropertiesSet = false;
        outputPropertiesSet = false;
    }",Resets the learning method . This should clear all the examples properties to learn from and for and the input machine to train .,lojix/learning/src/main/com/thesett/aima/learning/AbstractLearningMethod.java,[]
6621cd95cda9bd4817b1112e,rupertlssmith/lojix,"public HeuristicSearchNode<O, T> makeNode(Successor successor) throws SearchNotExhaustiveException
    {
        HeuristicSearchNode<O, T> node = (HeuristicSearchNode<O, T>) super.makeNode(successor);

        // Make sure the new node has a reference to the heuristic evaluator
        node.heuristic = this.heuristic;

        // Compute h for the new node
        node.computeH();

        return node;
    }",Returns a new node based on a successor of this node . This new node will also be a HeuristicSearchNode .,lojix/search/src/main/com/thesett/aima/search/util/informed/HeuristicSearchNode.java,"[{'Syntax': 'super.makeNode(successor)', 'FunctionName': 'makeNode', 'ArgsCount': 1, 'MethodBody': 'public SearchNode<O, T> makeNode(Successor successor) throws SearchNotExhaustiveException\n    {\n        InstrumentedSearchNode<O, T> node = (InstrumentedSearchNode<O, T>) super.makeNode(successor);\n\n        // Keep track of the newly created node for test stats.\n        createdNodes.add(node);\n\n        return node;\n    }', 'FileName': '/rupertlssmith/lojix/lojix/search/src/unittests/com/thesett/aima/search/InstrumentedSearchNode.java'}, {'Syntax': 'node.computeH()', 'FunctionName': 'computeH', 'ArgsCount': 0, 'MethodBody': 'protected void computeH()\n    {\n        h = heuristic.computeH(state, this);\n    }', 'FileName': '/rupertlssmith/lojix/lojix/search/src/main/com/thesett/aima/search/util/informed/HeuristicSearchNode.java'}]"
6621cd95cda9bd4817b1112f,AndrewReitz/shillelagh,"boolean isTypeOf(TypeMirror typeMirror) {
    if (integerKinds.contains(typeMirror.getKind())) {
      return true;
    }

    if (integerObjects.contains(typeMirror.toString())) {
      return true;
    }

    return false;
  }",Checks if a TypeMirror is mapped to Sqlite Integer Type,shillelagh-processor/src/main/java/shillelagh/internal/SqliteInteger.java,"[{'Syntax': 'typeMirror.toString()', 'FunctionName': 'toString', 'ArgsCount': 0, 'MethodBody': '@Override public String toString() {\n    return columnName + "" "" + getSqlType().toString();\n  }', 'FileName': '/AndrewReitz/shillelagh/shillelagh-processor/src/main/java/shillelagh/internal/TableColumn.java'}]"
6621cd95cda9bd4817b11130,Koekiebox-PTY-LTD/Fluid,"public Flow updateFlow(Flow flowParam)
    {
        if(flowParam != null && this.serviceTicket != null)
        {
            flowParam.setServiceTicket(this.serviceTicket);
        }

        return new Flow(this.postJson(
                flowParam, WS.Path.Flow.Version1.flowUpdate()));
    }",Updates an existing Flow .,fluid-ws-java-client/src/main/java/com/fluidbpm/ws/client/v1/flow/FlowClient.java,"[{'Syntax': 'flowParam.setServiceTicket(this.serviceTicket)', 'FunctionName': 'setServiceTicket', 'ArgsCount': 1, 'MethodBody': 'public void setServiceTicket(String serviceTicketParam) {\r\n\t\tthis.serviceTicket = serviceTicketParam;\r\n\t}', 'FileName': '/Koekiebox-PTY-LTD/Fluid/fluid-api/src/main/java/com/fluidbpm/program/api/vo/ABaseFluidVO.java'}, {'Syntax': 'this.postJson(\n                flowParam, WS.Path.Flow.Version1.flowUpdate())', 'FunctionName': 'postJson', 'ArgsCount': 2, 'MethodBody': 'protected JSONObject postJson(ABaseFluidJSONObject baseDomainParam, String postfixUrlParam) {\n\t\t//No need to check connection...\n\t\treturn this.postJson(false, baseDomainParam, postfixUrlParam);\n\t}', 'FileName': '/Koekiebox-PTY-LTD/Fluid/fluid-ws-java-client/src/main/java/com/fluidbpm/ws/client/v1/ABaseClientWS.java'}, {'Syntax': 'WS.Path.Flow.Version1.flowUpdate()', 'FunctionName': 'flowUpdate', 'ArgsCount': 0, 'MethodBody': 'public static final String flowUpdate() {\n\t\t\t\t\treturn Version.VERSION_1.concat(ROOT).concat(UPDATE);\n\t\t\t\t}', 'FileName': '/Koekiebox-PTY-LTD/Fluid/fluid-api/src/main/java/com/fluidbpm/program/api/vo/ws/WS.java'}]"
6621cd95cda9bd4817b11131,stanfy/enroscar,"public static int pixelsWidth(final DisplayMetrics displayMetrics, final int dip) {
    final float scale = displayMetrics.density;
    final float alpha = 0.5f;
    return (int)(dip * scale + alpha);
  }",Converts device independent points to actual pixels .,ui/src/main/java/com/stanfy/enroscar/views/GUIUtils.java,[]
6621cd95cda9bd4817b11132,jcodec/jcodec,"public static int[] fromByte(byte[] b, int depth, boolean isBe) {
        if (depth == 24)
            if (isBe)
                return from24BE(b);
            else
                return from24LE(b);
        else if (depth == 16)
            if (isBe)
                return from16BE(b);
            else
                return from16LE(b);
        throw new NotSupportedException(""Conversion from "" + depth + ""bit ""
                + (isBe ? ""big endian"" : ""little endian"") + "" is not supported."");
    }",Generic byte - array to integer - array conversion,src/main/java/org/jcodec/algo/DataConvert.java,"[{'Syntax': 'from24BE(b)', 'FunctionName': 'from24BE', 'ArgsCount': 1, 'MethodBody': 'public static int[] from24BE(byte[] b) {\n        int[] result = new int[b.length / 3];\n        int off = 0;\n        for (int i = 0; i < result.length; i++) {\n            result[i] = ((b[off++] & 0xff) << 16) | ((b[off++] & 0xff) << 8) | (b[off++] & 0xff);\n        }\n\n        return result;\n    }', 'FileName': '/jcodec/jcodec/src/main/java/org/jcodec/algo/DataConvert.java'}, {'Syntax': 'from24LE(b)', 'FunctionName': 'from24LE', 'ArgsCount': 1, 'MethodBody': 'public static int[] from24LE(byte[] b) {\n        int[] result = new int[b.length / 3];\n        int off = 0;\n        for (int i = 0; i < result.length; i++) {\n            result[i] = (b[off++] & 0xff) | ((b[off++] & 0xff) << 8) | ((b[off++] & 0xff) << 16);\n        }\n\n        return result;\n    }', 'FileName': '/jcodec/jcodec/src/main/java/org/jcodec/algo/DataConvert.java'}, {'Syntax': 'from16BE(b)', 'FunctionName': 'from16BE', 'ArgsCount': 1, 'MethodBody': 'public static int[] from16BE(byte[] b) {\n        int[] result = new int[b.length >> 1];\n        int off = 0;\n        for (int i = 0; i < result.length; i++) {\n            result[i] = ((b[off++] & 0xff) << 8) | (b[off++] & 0xff);\n        }\n\n        return result;\n    }', 'FileName': '/jcodec/jcodec/src/main/java/org/jcodec/algo/DataConvert.java'}, {'Syntax': 'from16LE(b)', 'FunctionName': 'from16LE', 'ArgsCount': 1, 'MethodBody': 'public static int[] from16LE(byte[] b) {\n        int[] result = new int[b.length >> 1];\n        int off = 0;\n        for (int i = 0; i < result.length; i++) {\n            result[i] = (b[off++] & 0xff) | ((b[off++] & 0xff) << 8);\n        }\n\n        return result;\n    }', 'FileName': '/jcodec/jcodec/src/main/java/org/jcodec/algo/DataConvert.java'}]"
6621cd95cda9bd4817b11133,jboss/jboss-common-core,"public boolean addEdge(Edge<T> e)
   {
      if (e.getFrom() == this)
         outgoingEdges.add(e);
      else if (e.getTo() == this)
         incomingEdges.add(e);
      else 
         return false;
      return true;
   }",Add an edge to the vertex . If edge . from is this vertex its an outgoing edge . If edge . to is this vertex its an incoming edge . If neither from or to is this vertex the edge is not added .,src/main/java/org/jboss/util/graph/Vertex.java,"[{'Syntax': 'e.getFrom()', 'FunctionName': 'getFrom', 'ArgsCount': 0, 'MethodBody': 'public Vertex<T> getFrom()\n   {\n      return from;\n   }', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/graph/Edge.java'}, {'Syntax': 'outgoingEdges.add(e)', 'FunctionName': 'add', 'ArgsCount': 1, 'MethodBody': 'public static void add(Throwable t) {\n      add(Type.UNKNOWN, t);\n   }', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/ThrowableHandler.java'}, {'Syntax': 'e.getTo()', 'FunctionName': 'getTo', 'ArgsCount': 0, 'MethodBody': 'public Vertex<T> getTo()\n   {\n      return to;\n   }', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/graph/Edge.java'}, {'Syntax': 'incomingEdges.add(e)', 'FunctionName': 'add', 'ArgsCount': 1, 'MethodBody': 'public static void add(Throwable t) {\n      add(Type.UNKNOWN, t);\n   }', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/ThrowableHandler.java'}]"
6621cd95cda9bd4817b11134,oblac/jodd,"public static void copy(final File src, final File dest) throws IOException {
		if (src.isDirectory()) {
			copyDir(src, dest);
			return;
		}
		if (dest.isDirectory()) {
			copyFileToDir(src, dest);
			return;
		}
		copyFile(src, dest);
	}",Smart copy . If source is a directory copy it to destination . Otherwise if destination is directory copy source file to it . Otherwise try to copy source file to destination file .,jodd-core/src/main/java/jodd/io/FileUtil.java,[]
