method,docstring,_id
"@Bean
	public RequestMappingHandlerAdapter requestMappingHandlerAdapter(
			@Qualifier(""mvcContentNegotiationManager"") ContentNegotiationManager contentNegotiationManager,
			@Qualifier(""mvcConversionService"") FormattingConversionService conversionService,
			@Qualifier(""mvcValidator"") Validator validator) {

		RequestMappingHandlerAdapter adapter = createRequestMappingHandlerAdapter();
		adapter.setContentNegotiationManager(contentNegotiationManager);
		adapter.setMessageConverters(getMessageConverters());
		adapter.setWebBindingInitializer(getConfigurableWebBindingInitializer(conversionService, validator));
		adapter.setCustomArgumentResolvers(getArgumentResolvers());
		adapter.setCustomReturnValueHandlers(getReturnValueHandlers());
		adapter.setErrorResponseInterceptors(getErrorResponseInterceptors());

		if (jackson2Present) {
			adapter.setRequestBodyAdvice(Collections.singletonList(new JsonViewRequestBodyAdvice()));
			adapter.setResponseBodyAdvice(Collections.singletonList(new JsonViewResponseBodyAdvice()));
		}

		AsyncSupportConfigurer configurer = getAsyncSupportConfigurer();
		if (configurer.getTaskExecutor() != null) {
			adapter.setTaskExecutor(configurer.getTaskExecutor());
		}
		if (configurer.getTimeout() != null) {
			adapter.setAsyncRequestTimeout(configurer.getTimeout());
		}
		adapter.setCallableInterceptors(configurer.getCallableInterceptors());
		adapter.setDeferredResultInterceptors(configurer.getDeferredResultInterceptors());

		return adapter;
	}","/**
	 * Returns a {@link RequestMappingHandlerAdapter} for processing requests
	 * through annotated controller methods. Consider overriding one of these
	 * other more fine-grained methods:
	 * <ul>
	 * <li>{@link #addArgumentResolvers} for adding custom argument resolvers.
	 * <li>{@link #addReturnValueHandlers} for adding custom return value handlers.
	 * <li>{@link #configureMessageConverters} for adding custom message converters.
	 * </ul>
	 */",67087d9d82a3a5339cc3dc4d
"public void setRequiredType(Class<T> requiredType) {
		this.requiredType = ClassUtils.resolvePrimitiveIfNecessary(requiredType);
	}","/**
	 * Set the type that each result object is expected to match.
	 * <p>If not specified, the column value will be exposed as
	 * returned by the JDBC driver.
	 */",67087d9d82a3a5339cc3dc4e
"int acquireRead() {
        long transformed = spinTransform(NO_WRITE_LOCK, ACQUIRE_READ_LOCK, false, false);
        return toIntExact(transformed & READ_LOCK_MASK);
    }","/**
     * Blocking call.
     * @return the read lock count this resulted in, > 0 if successful, otherwise 0 meaning that an acquisition on a dead lock was attempted.
     */",67087d9d82a3a5339cc3dc4f
"public boolean alterIndex (int index, K after) {
		if (index < 0 || index >= size || containsKey(after)) return false;
		super.put(after, super.remove(keys.get(index)));
		keys.set(index, after);
		return true;
	}","/** Changes the key at the given {@code index} in the order to {@code after}, without changing the ordering of other entries or
	 * any values. If {@code after} is already present, this returns false; it will also return false if {@code index} is invalid
	 * for the size of this map. Otherwise, it returns true. Unlike {@link #alter(Object, Object)}, this operates in constant time.
	 * @param index the index in the order of the key to change; must be non-negative and less than {@link #size}
	 * @param after the key that will replace the contents at {@code index}; this key must not be present for this to succeed
	 * @return true if {@code after} successfully replaced the key at {@code index}, false otherwise */",67087d9d82a3a5339cc3dc50
"private PlannerResult planWithBindableConvention()
  {
    CalcitePlanner planner = handlerContext.planner();
    BindableRel bindableRel = (BindableRel) planner.transform(
        CalciteRulesManager.BINDABLE_CONVENTION_RULES,
        planner.getEmptyTraitSet().replace(BindableConvention.INSTANCE).plus(rootQueryRel.collation),
        rootQueryRel.rel
    );

    if (!rootQueryRel.isRefTrivial()) {
      // Add a projection on top to accommodate root.fields.
      final List<RexNode> projects = new ArrayList<>();
      final RexBuilder rexBuilder = bindableRel.getCluster().getRexBuilder();
      for (int field : Pair.left(rootQueryRel.fields)) {
        projects.add(rexBuilder.makeInputRef(bindableRel, field));
      }
      bindableRel = new Bindables.BindableProject(
          bindableRel.getCluster(),
          bindableRel.getTraitSet(),
          bindableRel,
          projects,
          rootQueryRel.validatedRowType
      );
    }

    handlerContext.hook().captureBindableRel(bindableRel);
    PlannerContext plannerContext = handlerContext.plannerContext();
    if (explain != null) {
      return planExplanation(rootQueryRel, bindableRel, false);
    } else {
      final BindableRel theRel = bindableRel;
      final DataContext dataContext = plannerContext.createDataContext(
          planner.getTypeFactory(),
          plannerContext.getParameters()
      );
      final Supplier<QueryResponse<Object[]>> resultsSupplier = () -> {
        final Enumerable<?> enumerable = theRel.bind(dataContext);
        final Enumerator<?> enumerator = enumerable.enumerator();
        return QueryResponse.withEmptyContext(
            Sequences.withBaggage(new BaseSequence<>(
                new BaseSequence.IteratorMaker<Object[], QueryHandler.EnumeratorIterator<Object[]>>()
                {
                  @Override
                  public QueryHandler.EnumeratorIterator<Object[]> make()
                  {
                    return new QueryHandler.EnumeratorIterator<>(new Iterator<Object[]>()
                    {
                      @Override
                      public boolean hasNext()
                      {
                        return enumerator.moveNext();
                      }

                      @Override
                      public Object[] next()
                      {
                        return (Object[]) enumerator.current();
                      }
                    });
                  }

                  @Override
                  public void cleanup(QueryHandler.EnumeratorIterator<Object[]> iterFromMake)
                  {

                  }
                }
            ), enumerator::close)
        );
      };
      return new PlannerResult(resultsSupplier, rootQueryRel.validatedRowType);
    }
  }","/**
   * Construct a {@link PlannerResult} for a fall-back 'bindable' rel, for
   * things that are not directly translatable to native Druid queries such
   * as system tables and just a general purpose (but definitely not optimized)
   * fall-back.
   * <p>
   * See {@link #planWithDruidConvention} which will handle things which are
   * directly translatable to native Druid queries.
   * <p>
   * The bindable path handles parameter substitution of any values not
   * bound by the earlier steps.
   */",67087d9d82a3a5339cc3dc51
"protected void checkCompiled() {
		if (!isCompiled()) {
			logger.debug(""JdbcCall call not compiled before execution - invoking compile"");
			compile();
		}
	}","/**
	 * Check whether this operation has been compiled already;
	 * lazily compile it if not already compiled.
	 * <p>Automatically called by all {@code doExecute(...)} methods.
	 */",67087d9d82a3a5339cc3dc52
"public static TransformConfigVersion randomVersion(Set<TransformConfigVersion> ignore) {
        return ESTestCase.randomFrom(ALL_VERSIONS.stream().filter(v -> ignore.contains(v) == false).collect(Collectors.toList()));
    }",/** Returns a random {@link TransformConfigVersion} from all available versions without the ignore set */,67087d9d82a3a5339cc3dc53
"private static int getNetMask(String netMask) {
        StringTokenizer nm = new StringTokenizer(netMask, ""."");
        int i = 0;
        int[] netmask = new int[4];
        while (nm.hasMoreTokens()) {
            netmask[i] = Integer.parseInt(nm.nextToken());
            i++;
        }
        int mask1 = 0;
        for (i = 0; i < 4; i++) {
            mask1 += Integer.bitCount(netmask[i]);
        }
        return mask1;
    }","/**
     * Get the Subnet's Netmask in Decimal format.<BR>
     * i.e.: getNetMask(""255.255.255.0"") returns the integer CIDR mask
     *
     * @param netMask a network mask
     * @return the integer CIDR mask
     */",67087d9d82a3a5339cc3dc54
"private static String encodeToString(final byte[] outToken) {
        if (outToken != null && outToken.length > 0) {
            return Base64.getEncoder().encodeToString(outToken);
        }
        return null;
    }","/**
     * Encodes the specified byte array using base64 encoding scheme
     *
     * @param outToken byte array to be encoded
     * @return String containing base64 encoded characters. returns {@code null} if
     *         outToken is null or empty.
     */",67087d9d82a3a5339cc3dc55
"public Object newInstance () throws NoSuchMethodException {
		return getConstructor().newInstance();
	}",/** @return a new instance of this type created via the default constructor which must be public. */,67087d9d82a3a5339cc3dc56
"public PartOfSpeech getPartOfSpeech(String word) {
        if (word.length() > maxDictionaryWordLength) {
            return PartOfSpeech.NOT_IN_DICTIONARY;
        }
        // This is quite slow as it creates a new string for every lookup. However, experiments show
        // that trying to do case-insensitive comparisons instead of creating a lower case string is
        // even slower.
        return partOfSpeechDictionary.getOrDefault(word.toLowerCase(Locale.ROOT), PartOfSpeech.NOT_IN_DICTIONARY);
    }","/**
     * Find the part of speech (noun, verb, adjective, etc.) for a supplied word.
     * @return Which part of speech does the supplied word represent? {@link PartOfSpeech#NOT_IN_DICTIONARY} is returned
     *         for words that aren't in the dictionary at all.
     */",67087d9d82a3a5339cc3dc57
"static public <T> T obtain (Class<T> type) {
		return get(type).obtain();
	}",/** Obtains an object from the {@link #get(Class) pool}. */,67087d9d82a3a5339cc3dc58
"public static XContentBuilder contentBuilder() throws IOException {
        return provider.getContentBuilder();
    }","/**
     * Returns a {@link XContentBuilder} for building JSON XContent.
     */",67087d9d82a3a5339cc3dc59
"void updateClientStats(final HttpRequest httpRequest, final HttpChannel httpChannel) {
        if (clientStatsEnabled && httpChannel != null) {
            final ClientStatsBuilder clientStats = httpChannelStats.get(httpChannel);
            if (clientStats != null) {
                clientStats.update(httpRequest, httpChannel, threadPool.absoluteTimeInMillis());
            }
        }
    }","/**
     * Adjust the stats for the given channel to reflect the latest request received.
     */",67087d9d82a3a5339cc3dc5a
"public void setMisfireInstructionName(String constantName) {
		Assert.hasText(constantName, ""'constantName' must not be null or blank"");
		Integer misfireInstruction = constants.get(constantName);
		Assert.notNull(misfireInstruction, ""Only misfire instruction constants allowed"");
		this.misfireInstruction = misfireInstruction;
	}","/**
	 * Set the misfire instruction for this trigger via the name of the corresponding
	 * constant in the {@link org.quartz.Trigger} and {@link org.quartz.SimpleTrigger}
	 * classes.
	 * <p>Default is {@code MISFIRE_INSTRUCTION_SMART_POLICY}.
	 * @see org.quartz.Trigger#MISFIRE_INSTRUCTION_SMART_POLICY
	 * @see org.quartz.Trigger#MISFIRE_INSTRUCTION_IGNORE_MISFIRE_POLICY
	 * @see org.quartz.SimpleTrigger#MISFIRE_INSTRUCTION_FIRE_NOW
	 * @see org.quartz.SimpleTrigger#MISFIRE_INSTRUCTION_RESCHEDULE_NEXT_WITH_EXISTING_COUNT
	 * @see org.quartz.SimpleTrigger#MISFIRE_INSTRUCTION_RESCHEDULE_NEXT_WITH_REMAINING_COUNT
	 * @see org.quartz.SimpleTrigger#MISFIRE_INSTRUCTION_RESCHEDULE_NOW_WITH_EXISTING_REPEAT_COUNT
	 * @see org.quartz.SimpleTrigger#MISFIRE_INSTRUCTION_RESCHEDULE_NOW_WITH_REMAINING_REPEAT_COUNT
	 */",67087d9d82a3a5339cc3dc5b
"static Flux<FilePartEvent> create(String partName, String filename, MediaType contentType,
			Flux<DataBuffer> contents) {

		return create(partName, filename, contentType, contents, null);
	}","/**
	 * Creates a stream of {@code FilePartEvent} objects based on the given
	 * {@linkplain PartEvent#name() name}, {@linkplain #filename()},
	 * content-type, and contents.
	 * @param partName the name of the part
	 * @param filename the filename
	 * @param contentType the content-type for the contents
	 * @param contents the contents
	 * @return a stream of events
	 */",67087d9d82a3a5339cc3dc5c
"public static void close(@Nullable Closeable closeable) throws IOException {
        if (closeable != null) {
            closeable.close();
        }
    }","/**
     * @see #close(Closeable...)
     */",67087d9d82a3a5339cc3dc5d
"public static String getConstructorDescriptor(final Constructor<?> constructor) {
    StringBuilder stringBuilder = new StringBuilder();
    stringBuilder.append('(');
    Class<?>[] parameters = constructor.getParameterTypes();
    for (Class<?> parameter : parameters) {
      appendDescriptor(parameter, stringBuilder);
    }
    return stringBuilder.append("")V"").toString();
  }","/**
   * Returns the descriptor corresponding to the given constructor.
   *
   * @param constructor a {@link Constructor} object.
   * @return the descriptor of the given constructor.
   */",67087d9d82a3a5339cc3dc5e
"private static String readString(String fieldName, ByteBuf in) {
        int length = in.bytesBefore(MAX_FIELD_LENGTH + 1, (byte) 0);
        if (length < 0) {
            throw new DecoderException(""field '"" + fieldName + ""' longer than "" + MAX_FIELD_LENGTH + "" chars"");
        }

        String value = in.readSlice(length).toString(CharsetUtil.US_ASCII);
        in.skipBytes(1); // Skip the NUL.

        return value;
    }","/**
     * Reads a variable-length NUL-terminated string as defined in SOCKS4.
     */",67087d9d82a3a5339cc3dc5f
"public void nextPage() {
		if (!isLastPage()) {
			this.page++;
		}
	}","/**
	 * Switch to next page.
	 * Will stay on last page if already on last page.
	 */",67087d9d82a3a5339cc3dc60
"private static void logCCSError(ShardSearchFailure f, String clusterAlias, boolean skipUnavailable) {
        String errorInfo;
        try {
            errorInfo = Strings.toString(f.toXContent(XContentFactory.jsonBuilder(), ToXContent.EMPTY_PARAMS));
        } catch (IOException ex) {
            // use the toString as a fallback if for some reason the XContent conversion to JSON fails
            errorInfo = f.toString();
        }
        logger.debug(
            ""CCS remote cluster failure. Cluster [{}]. skip_unavailable: [{}]. Error: {}"",
            clusterAlias,
            skipUnavailable,
            errorInfo
        );
    }","/**
     * In order to gather data on what types of CCS errors happen in the field, we will log
     * them using the ShardSearchFailure XContent (JSON), which supplies information about underlying
     * causes of shard failures.
     * @param f ShardSearchFailure to log
     * @param clusterAlias cluster on which the failure occurred
     * @param skipUnavailable the skip_unavailable setting of the cluster with the search error
     */",67087d9d82a3a5339cc3dc61
"@SuppressWarnings(""unchecked"")
    public <T> T[] selection(T[] among, int min, int max, boolean allowDuplicates) {
        assert min <= max;
        int diff = min == max ? 0 : generator.nextInt(max - min);
        int length = min + diff;
        assert allowDuplicates || length <= among.length
                : ""Unique selection of "" + length + "" items cannot possibly be created from "" + among.length + "" items"";
        T[] result = (T[]) Array.newInstance(among.getClass().getComponentType(), length);
        for (int i = 0; i < length; i++) {
            while (true) {
                T candidate = among(among);
                if (!allowDuplicates && ArrayUtils.contains(result, candidate)) { // Try again
                    continue;
                }
                result[i] = candidate;
                break;
            }
        }
        return result;
    }","/**
     * Returns a random selection of the provided array.
     *
     * @param among the array to pick elements from
     * @param min the minimum number of elements to choose
     * @param max the maximum number of elements to choose
     * @param allowDuplicates if {@code true} the same element can be chosen multiple times
     * @return a random selection of the provided array.
     */",67087d9d82a3a5339cc3dc62
"@Override
  public Block evalNullable(Block fieldVal) {
    if (fieldVal.mvSortedAscending()) {
      return evalAscendingNullable(fieldVal);
    }
    BooleanBlock v = (BooleanBlock) fieldVal;
    int positionCount = v.getPositionCount();
    try (BooleanBlock.Builder builder = driverContext.blockFactory().newBooleanBlockBuilder(positionCount)) {
      for (int p = 0; p < positionCount; p++) {
        int valueCount = v.getValueCount(p);
        if (valueCount == 0) {
          builder.appendNull();
          continue;
        }
        int first = v.getFirstValueIndex(p);
        int end = first + valueCount;
        boolean value = v.getBoolean(first);
        for (int i = first + 1; i < end; i++) {
          boolean next = v.getBoolean(i);
          value = MvMax.process(value, next);
        }
        boolean result = value;
        builder.appendBoolean(result);
      }
      return builder.build();
    }
  }","/**
   * Evaluate blocks containing at least one multivalued field.
   */",67087d9d82a3a5339cc3dc63
"@Nullable
	public Destination getDestination() {
		return (Destination) getHeader(JmsHeaders.DESTINATION);
	}","/**
	 * Return the {@link JmsHeaders#DESTINATION destination}.
	 * @see JmsHeaders#DESTINATION
	 */",67087d9d82a3a5339cc3dc64
"@WorkerThread
  public static boolean setActiveShortcuts(@NonNull Context context, @NonNull List<Recipient> rankedRecipients) {
    if (ShortcutManagerCompat.isRateLimitingActive(context)) {
      return false;
    }

    int maxShortcuts = ShortcutManagerCompat.getMaxShortcutCountPerActivity(context);

    if (rankedRecipients.size() > maxShortcuts) {
      Log.w(TAG, ""Too many recipients provided! Provided: "" + rankedRecipients.size() + "", Max: "" + maxShortcuts);
      rankedRecipients = rankedRecipients.subList(0, maxShortcuts);
    }

    List<ShortcutInfoCompat> shortcuts = new ArrayList<>(rankedRecipients.size());

    ComponentName activityName = new AppIconUtility(context).currentAppIconComponentName();

    for (int i = 0; i < rankedRecipients.size(); i++) {
      ShortcutInfoCompat info = buildShortcutInfo(context, activityName, rankedRecipients.get(i), i, Direction.NONE);
      shortcuts.add(info);
    }

    return ShortcutManagerCompat.setDynamicShortcuts(context, shortcuts);
  }","/**
   * Sets the shortcuts to match the provided recipient list. This call may fail due to getting
   * rate-limited.
   *
   * @param rankedRecipients The recipients in descending priority order. Meaning the most important
   *                         recipient should be first in the list.
   * @return True if the update was successful, false if we were rate-limited.
   */",67087d9d82a3a5339cc3dc65
"public static ResolvableType forClassWithGenerics(Class<?> clazz, Class<?>... generics) {
		Assert.notNull(clazz, ""Class must not be null"");
		Assert.notNull(generics, ""Generics array must not be null"");
		ResolvableType[] resolvableGenerics = new ResolvableType[generics.length];
		for (int i = 0; i < generics.length; i++) {
			resolvableGenerics[i] = forClass(generics[i]);
		}
		return forClassWithGenerics(clazz, resolvableGenerics);
	}","/**
	 * Return a {@code ResolvableType} for the specified {@link Class} with pre-declared generics.
	 * @param clazz the class (or interface) to introspect
	 * @param generics the generics of the class
	 * @return a {@code ResolvableType} for the specific class and generics
	 * @see #forClassWithGenerics(Class, ResolvableType...)
	 */",67087d9d82a3a5339cc3dc66
"static LayerArchiveFactory create(ImageReference reference, Path tarFile) throws IOException {
			try (TarArchiveInputStream tar = openTar(tarFile)) {
				ImageArchiveIndex index = null;
				ImageArchiveManifest manifest = null;
				TarArchiveEntry entry = tar.getNextEntry();
				while (entry != null) {
					if (""index.json"".equals(entry.getName())) {
						index = ImageArchiveIndex.of(tar);
						break;
					}
					if (""manifest.json"".equals(entry.getName())) {
						manifest = ImageArchiveManifest.of(tar);
					}
					entry = tar.getNextEntry();
				}
				Assert.state(index != null || manifest != null,
						""Exported image '%s' does not contain 'index.json' or 'manifest.json'"".formatted(reference));
				return (index != null) ? new IndexLayerArchiveFactory(tarFile, index)
						: new ManifestLayerArchiveFactory(tarFile, manifest);
			}
		}","/**
		 * Create a new {@link LayerArchiveFactory} for the given tar file using either
		 * the {@code index.json} or {@code manifest.json} to detect layers.
		 * @param reference the image that was referenced
		 * @param tarFile the source tar file
		 * @return a new {@link LayerArchiveFactory} instance
		 * @throws IOException on IO error
		 */",67087d9d82a3a5339cc3dc67
"@SuppressWarnings(""deprecation"")  // for Locale constructors on JDK 19
	@Nullable
	public static Locale parseLocaleString(String localeString) {
		if (localeString.isEmpty()) {
			return null;
		}

		String delimiter = ""_"";
		if (!localeString.contains(""_"") && localeString.contains("" "")) {
			delimiter = "" "";
		}

		String[] tokens = localeString.split(delimiter, -1);
		if (tokens.length == 1) {
			String language = tokens[0];
			validateLocalePart(language);
			return new Locale(language);
		}
		else if (tokens.length == 2) {
			String language = tokens[0];
			validateLocalePart(language);
			String country = tokens[1];
			validateLocalePart(country);
			return new Locale(language, country);
		}
		else if (tokens.length > 2) {
			String language = tokens[0];
			validateLocalePart(language);
			String country = tokens[1];
			validateLocalePart(country);
			String variant = Arrays.stream(tokens).skip(2).collect(Collectors.joining(delimiter));
			return new Locale(language, country, variant);
		}

		throw new IllegalArgumentException(""Invalid locale format: '"" + localeString + ""'"");
	}","/**
	 * Parse the given {@code String} representation into a {@link Locale}.
	 * <p>For many parsing scenarios, this is an inverse operation of
	 * {@link Locale#toString Locale's toString}, in a lenient sense.
	 * This method does not aim for strict {@code Locale} design compliance;
	 * it is rather specifically tailored for typical Spring parsing needs.
	 * <p><b>Note: This delegate does not accept the BCP 47 language tag format.
	 * Please use {@link #parseLocale} for lenient parsing of both formats.</b>
	 * @param localeString the locale {@code String}: following {@code Locale's}
	 * {@code toString()} format (""en"", ""en_UK"", etc.), also accepting spaces as
	 * separators (as an alternative to underscores)
	 * @return a corresponding {@code Locale} instance, or {@code null} if none
	 * @throws IllegalArgumentException in case of an invalid locale specification
	 */",67087d9d82a3a5339cc3dc68
"public void updateChildren () {
			if (!expanded) return;
			Tree tree = getTree();
			if (tree == null) return;
			Object[] children = this.children.items;
			int n = this.children.size;
			int actorIndex = actor.getZIndex() + 1;
			for (int i = 0; i < n; i++)
				((N)children[i]).removeFromTree(tree, actorIndex);
			for (int i = 0; i < n; i++)
				actorIndex += ((N)children[i]).addToTree(tree, actorIndex);
		}","/** Updates the order of the actors in the tree for this node and all child nodes. This is useful after changing the order
		 * of {@link #getChildren()}.
		 * @see Tree#updateRootNodes() */",67087d9d82a3a5339cc3dc69
"public void closeAll() {
		for (Session session : this.sessions) {
			try {
				session.close();
			}
			catch (Throwable ex) {
				logger.debug(""Could not close synchronized JMS Session after transaction"", ex);
			}
		}
		for (Connection con : this.connections) {
			ConnectionFactoryUtils.releaseConnection(con, this.connectionFactory, true);
		}
		this.connections.clear();
		this.sessions.clear();
		this.sessionsPerConnection.clear();
	}","/**
	 * Close all of this resource holder's Sessions and clear its state.
	 * @see Session#close()
	 */",67087d9d82a3a5339cc3dc6a
"private static boolean isTestEnabledInThisEnvironment(ProfileValueSource profileValueSource,
			@Nullable IfProfileValue ifProfileValue) {

		if (ifProfileValue == null) {
			return true;
		}

		String environmentValue = profileValueSource.get(ifProfileValue.name());
		String[] annotatedValues = ifProfileValue.values();
		if (StringUtils.hasLength(ifProfileValue.value())) {
			Assert.isTrue(annotatedValues.length == 0, ""Setting both the 'value' and 'values' attributes "" +
						""of @IfProfileValue is not allowed: choose one or the other."");
			annotatedValues = new String[] { ifProfileValue.value() };
		}

		for (String value : annotatedValues) {
			if (ObjectUtils.nullSafeEquals(value, environmentValue)) {
				return true;
			}
		}
		return false;
	}","/**
	 * Determine if the {@code value} (or one of the {@code values})
	 * in the supplied {@link IfProfileValue &#064;IfProfileValue} annotation is
	 * <em>enabled</em> in the current environment.
	 * @param profileValueSource the ProfileValueSource to use to determine if
	 * the test is enabled
	 * @param ifProfileValue the annotation to introspect; may be
	 * {@code null}
	 * @return {@code true} if the test is <em>enabled</em> in the current
	 * environment or if the supplied {@code ifProfileValue} is
	 * {@code null}
	 */",67087d9d82a3a5339cc3dc6b
"protected final void releaseSharedConnection() {
		this.sharedConnectionLock.lock();
		try {
			ConnectionFactoryUtils.releaseConnection(
					this.sharedConnection, getConnectionFactory(), this.sharedConnectionStarted);
			this.sharedConnection = null;
		}
		finally {
			this.sharedConnectionLock.unlock();
		}
	}","/**
	 * Release the shared Connection, if any.
	 * @since 6.1
	 * @see ConnectionFactoryUtils#releaseConnection
	 */",67087d9d82a3a5339cc3dc6c
"public float dst (GridPoint2 other) {
		int xd = other.x - x;
		int yd = other.y - y;

		return (float)Math.sqrt(xd * xd + yd * yd);
	}","/** @param other The other point
	 * @return the distance between this point and the other vector. */",67087d9d82a3a5339cc3dc6d
"LatLng geoAzDistanceRads(double az, double distance) {
        // algorithm from the original H3 library
        az = Vec2d.posAngleRads(az);
        final double sinDistance = FastMath.sin(distance);
        final double cosDistance = FastMath.cos(distance);
        final double sinP1Lat = FastMath.sin(getLatRad());
        final double cosP1Lat = FastMath.cos(getLatRad());
        final double sinlat = Math.max(-1.0, Math.min(1.0, sinP1Lat * cosDistance + cosP1Lat * sinDistance * FastMath.cos(az)));
        final double lat = FastMath.asin(sinlat);
        if (Math.abs(lat - M_PI_2) < Constants.EPSILON) { // north pole
            return new LatLng(M_PI_2, 0.0);
        } else if (Math.abs(lat + M_PI_2) < Constants.EPSILON) { // south pole
            return new LatLng(-M_PI_2, 0.0);
        } else {
            final double cosLat = FastMath.cos(lat);
            final double sinlng = Math.max(-1.0, Math.min(1.0, FastMath.sin(az) * sinDistance / cosLat));
            final double coslng = Math.max(-1.0, Math.min(1.0, (cosDistance - sinP1Lat * FastMath.sin(lat)) / cosP1Lat / cosLat));
            return new LatLng(lat, constrainLng(getLonRad() + FastMath.atan2(sinlng, coslng)));
        }
    }","/**
     * Computes the point on the sphere with a specified azimuth and distance from
     * this point.
     *
     * @param az       The desired azimuth.
     * @param distance The desired distance.
     * @return The LatLng point.
     */",67087d9d82a3a5339cc3dc6e
"public float[] setSize (int newSize) {
		if (newSize < 0) throw new IllegalArgumentException(""newSize must be >= 0: "" + newSize);
		if (newSize > items.length) resize(Math.max(8, newSize));
		size = newSize;
		return items;
	}","/** Sets the array size, leaving any values beyond the current size undefined.
	 * @return {@link #items} */",67087d9d82a3a5339cc3dc6f
"public void testUseClassicPullParsingSubParser() throws IOException {
        class ClassicParser {
            URI parseURI(XContentParser parser) throws IOException {
                String fieldName = null;
                String host = """";
                int port = 0;
                XContentParser.Token token;
                while ((token = parser.currentToken()) != XContentParser.Token.END_OBJECT) {
                    if (token == XContentParser.Token.FIELD_NAME) {
                        fieldName = parser.currentName();
                    } else if (token == XContentParser.Token.VALUE_STRING) {
                        if (fieldName.equals(""host"")) {
                            host = parser.text();
                        } else {
                            throw new IllegalStateException(""boom"");
                        }
                    } else if (token == XContentParser.Token.VALUE_NUMBER) {
                        if (fieldName.equals(""port"")) {
                            port = parser.intValue();
                        } else {
                            throw new IllegalStateException(""boom"");
                        }
                    }
                    parser.nextToken();
                }
                return URI.create(host + "":"" + port);
            }
        }
        class Foo {
            public String name;
            public URI uri;

            public void setName(String name) {
                this.name = name;
            }

            public void setUri(URI uri) {
                this.uri = uri;
            }
        }

        class CustomParseContext {

            public final ClassicParser parser;

            CustomParseContext(ClassicParser parser) {
                this.parser = parser;
            }

            public URI parseURI(XContentParser xContentParser) {
                try {
                    return this.parser.parseURI(xContentParser);
                } catch (IOException e) {
                    throw new UncheckedIOException(e);
                }
            }
        }
        XContentParser parser = createParser(JsonXContent.jsonXContent, """"""
            {""url"" : { ""host"": ""http://foobar"", ""port"" : 80}, ""name"" : ""foobarbaz""}"""""");
        ObjectParser<Foo, CustomParseContext> objectParser = new ObjectParser<>(""foo"");
        objectParser.declareString(Foo::setName, new ParseField(""name""));
        objectParser.declareObjectOrDefault(Foo::setUri, (p, s) -> s.parseURI(p), () -> null, new ParseField(""url""));
        Foo s = objectParser.parse(parser, new Foo(), new CustomParseContext(new ClassicParser()));
        assertEquals(s.uri.getHost(), ""foobar"");
        assertEquals(s.uri.getPort(), 80);
        assertEquals(s.name, ""foobarbaz"");
    }","/**
     * This test ensures we can use a classic pull-parsing parser
     * together with the object parser
     */",67087d9d82a3a5339cc3dc70
"public static boolean isPrimitiveWrapper(Class<?> clazz) {
		Assert.notNull(clazz, ""Class must not be null"");
		return primitiveWrapperTypeMap.containsKey(clazz);
	}","/**
	 * Check if the given class represents a primitive wrapper,
	 * i.e. Boolean, Byte, Character, Short, Integer, Long, Float, Double, or
	 * Void.
	 * @param clazz the class to check
	 * @return whether the given class is a primitive wrapper class
	 */",67087d9d82a3a5339cc3dc71
